TIC ID,CTOI,Promoted to TOI,Master priority,SG1A priority,SG1B priority,SG2 priority,SG3 priority,SG4 priority,SG5 priority,Initial Community Disposition,TFOPWG Disposition,TESS mag,TESS mag error,RA (deg),Dec (deg),PM RA (mas/yr),PM RA error,PM Dec (mas/yr),PM Dec error,Transit Epoch (BJD),Transit Epoch error,Period (days),Period error,Duration (hours),Duration error,Depth (mmag),Depth (mmag) error,Depth (ppm),Depth (ppm) error,Planet Radius (R_Earth),Planet Radius error,Stellar Distance (pc),Stellar Distance error,Stellar Teff (K),Stellar Teff error,Stellar log(g) (cm/s2),Stellar log(g) error,Stellar Radius (R_Sun),Stellar Radius error,Notes,Date Modified,User,Group,Tag
237214311,237214311.01,,,,,,,,,PC,,12.481,0.007,294.96949,74.687081,35.892,0.03,44.074,0.032,2458694.455,,37.522,,8.473,,17.911,,16361,,16.85,,496.572,3.609,5818,126.171,4.29646,0.0743045,1.20614,0.058,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE,2020-04-01,kruse,,18582
237225365,237225365.01,,,,,,,,,PC,,8.80552,0.006,296.647765,74.362287,-37.109,0.037,-36.113,0.042,2458681.721,0.007,1.683,0,0.067,0.008,0.08,,74,,1.656,0.286,148.228,0.426,6225,120.708,4.09763,0.0852061,1.62246,0.070711,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421358
237228513,237228513.01,,,,,,,,,PC,,14.0787,0.007,296.696069,74.273602,31.622,0.049,7.444,0.052,2458682.267,0.004,1.93,0,0.081,0.009,2.471,,2273,,3.969,0.278,175.607,0.866,3577,157,4.73263,0.00862948,0.505464,0.0153142,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421549
237236168,237236168.01,,,,,,,,,PC,,10.2665,0.012,298.230027,72.593922,9.034,0.04,0.853,0.04,2458683.552,,2.316,,2.901,,0.425,,391,,3.62,,344.359,2.9735,7124,148.132,4.18769,0.0870783,1.67694,0.0672664,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE,2020-04-01,kruse,,18582
237332597,237332597.01,,,,,,,,,PC,,8.0969,0.006,346.829133,-60.876333,22.612,0.039,0.656,0.045,2458326.133,,2.93,,3.233,,10.37,,9505.258,,15.56,,101.649,0.3175,6658,132.174,4.3034,0.0880451,1.38165,0.0583417,sector1,2019-08-02,lipponen,,3787
237332597,237332597.02,,,,,,,,,PC,,8.0969,0.006,346.829133,-60.876333,22.612,0.039,0.656,0.045,2458327.593,,2.931,,3.5,,150.291,,129269.563,,57.381,,101.649,0.3175,6658,132.174,4.3034,0.0880451,1.38165,0.0583417,sector1,2019-08-02,lipponen,,3787
237342298,237342298.01,,,,,,,,,PC,,11.7742,0.006,60.237089,-51.124242,6.982,0.045,11.578,0.044,2458383.62,0,2.692,0,4.331,,34.405,0.192,31191.4,176.7,22.48,,612.183,8.132,6236,130.258,4.06073,0.0822309,1.69848,0.0803442,newCTOI,2020-11-30,gsun,,52244
237406657,237406657.01,2791.01,,,,,,,,PC,,12.7587,0.006,96.172915,-36.929228,-3.844,0.021,7.948,0.022,2458470.639,,3.747,,4.793,,0.255,,234.8,,3.425,,1148.8,16.46,6425,136.446,3.94248,0.0894724,2.01728,0.0925025,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,94023
237597612,237597612.01,,,,,,,,,PC,,11.8153,0.006,103.374133,5.538219,-1.52,0.061,-3.431,0.055,2459222.095,0.004,,,1.93,1.11,6.59,0.232,6050.79,213.54,14.05,0.25,808.874,21.7755,8130.29,110.848,4.29845,0.0769168,1.65292,0.0768869,Found with our in-house single transit finder,2021-02-15,steuer,,94393
237637903,237637903.01,4742.01,,,,,,,,PC,,12.9065,0.009,103.526509,5.47603,-3.345,0.046,-3.488,0.039,2458471.716,,4.105,,3.326,,9.66,,8857.5,,13.351,,803.756,16.4875,6753,133.6,4.39201,0.0873626,1.26534,0.058603,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,94024
237729561,237729561.01,,,,,,,,,PC,,9.43387,0.006,103.97314,5.633408,10.739,0.075,-25.326,0.073,2458467.851,0.012,3.764,0.003,0.199,0.018,0.328,,302,,6.699,1.538,270.333,3.0215,4925.99,25.7817,,,3.46225,,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420803
237913194,237913194.01,2179.01,,,,,,,,PC,,11.4864,0.006,22.445812,-60.73991,18.053,0.036,10.523,0.034,2458319.151,0.001,15.169,0,,,,,,,1.24,0.28,306.063,2.038,5713,131.253,4.34129,0.0786001,1.12898,0.055691,"results from joint photometry and RV fit, paper in prep.",2020-06-09,schlecker,,19467
237922465,237922465.01,2416.01,,,,,,,,PC,,12.4333,0.006,57.338941,-60.787186,8.644,0.035,-10.165,0.041,2458409.141,0.001,8.276,0,,,0.755,0.049,695,45,,,557.733,5.9985,5640.1,121.966,4.15247,0.0772388,1.38931,0.0735276,Hot Jupiter,2020-10-02,brahm,tfopwg,36180
238027971,238027971.01,,,,,,,,,PC,,10.5178,0.007,103.330873,-53.11727,-42.433,0.05,497.956,0.067,2458379.522,0.016,14.408,0.022,0.179,0.002,,,0,0,2.34,0.11,38.664,0.0389,3640,157,4.69934,0.0103848,0.543755,0.0170117,new CTOI from ORION (https://arxiv.org/abs/1812.08145),2019-06-10,cloutier,,4046
238082493,238082493.01,,,,,,,,,PC,,10.0982,0.006,104.835239,-50.400457,-1.222,0.042,12.328,0.042,2458467.779,0.001,0.877,0,0.074,0.004,1.285,,1183,,15.34,4.71,623.19,8.877,5906,133.038,3.20878,0.0785506,4.25927,0.207228,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29347
238235254,238235254.01,,,,,,,,,PC,,6.5038,0.006,119.806469,-49.973736,-5.623,0.107,7.875,0.121,2458497.2,0.003,5.571,0,3.57,0.1,17.655,,16129,,53.6,6.6,427.314,10.156,,,,,,,"new CTOI likely member of Velorum association, PATHOS-39 in Nardiello (2020)",2020-11-03,nardiello,,36691
238335094,238335094.02,,,,,,,,,PC,,13.0718,0.006,120.662363,-49.593238,-9.876,2.946,8.655,2.946,2459964.104,0.003,1.895,0,2.6,0.5,4.621,0.361,4246.9,332.1,6.72,1.26,448.289,,,,,,,,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html,2023-02-28,wzhou,,426897
238379370,238379370.01,,,,,,,,,PC,,12.217,0.006,120.744623,-49.018371,-5.325,0.053,7.883,0.054,2458511.748,0.009,27.177,0.007,4.21,0.38,6.797,,6241,,11.8,3,380.747,3.982,5080,125.42,4.11418,0.0828089,1.33861,0.081407,"new CTOI likely member of Velorum association, PATHOS-40 in Nardiello (2020)",2020-11-03,nardiello,,36692
238542895,238542895.01,2553.01,,,,,,,,PC,,11.8225,0.006,121.852319,-49.602939,-18.072,0.045,19.869,0.04,2458485.889,0.002,8.384,0,,,,,,,,,339.025,2.757,6106,133.411,4.47932,0.0828673,1.02264,0.0460553,WINE hot Jupiter,2020-12-21,brahm,,92678
238605434,238605434.01,,,,,,,,,PC,,10.7051,0.006,132.564964,22.970452,-21.238,0.075,6.003,0.053,2459528.995,0.016,,,2.2,1.038,3.447,0.076,3170,70,7.312,0.076,252.54,2.7525,6178.08,137.964,4.36076,0.0864422,1.1874,0.0599925,Found with our in-house single transit finder; Sector 45,2022-01-17,vogl,,107306
238611475,238611475.01,,,,,,,,,PC,,13.8361,0.006,122.331143,-48.390754,-5.696,0.068,7.877,0.061,2458492.113,0.003,1.536,0,2.909,0.305,119.785,55.026,104458.3,49418.206,49.312,14.794,389.09,5.292,3709,122,,,1.39878,,"V-shaped. Noisy star, 3% dip, PMS M dwarf (Zari+18).  (CDIPS; Bouma+19)",2019-09-18,bouma,tfopwg,5722
238616144,238616144.01,,,,,,,,,PC,,10.5649,0.006,122.503577,-49.142324,-8.581,0.051,4.521,0.057,2458544.848,0.001,2.466,0,2.515,0.418,28.168,16.068,25610,14690,27.39,11.16,341.912,3.3675,6825,133.235,4.21416,0.0876776,1.56897,0.0645251,"Cand HJ, NGC 2547 (30Myr; KC19). Possible odd-even; check star for activity.",2020-01-03,bouma,tfopwg,8521
238895829,238895829.01,,,,,,,,,PC,,11.6934,0.006,93.524953,-51.297638,3.275,0.044,-19.029,0.044,,,2.371,,4,,2.718,0.543,2500,500,,,757.05,14.0525,4922,122,,,3.53591,,inflated planet candidate around red giant star,2020-12-10,grunblatt,,61030
238920872,238920872.01,,,,,,,,,PC,,12.0641,0.008,94.272699,-52.339354,10.331,0.033,19.563,0.032,2458319.524,0.004,6.535,0,0.147,0.008,6.601,,6061,,4.74,1.31,105.444,0.1905,3638,157,4.59466,0.0120879,0.668428,0.019886,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29501
238930658,238930658.01,,,,,,,,,PC,,10.6661,0.006,94.915348,-49.715132,-6.651,0.04,5.251,0.046,2458437.899,0.002,0.693,0,0.07,0.005,1.095,,1008,,10.43,1.19,728.481,10.9815,6749.98,128.169,3.64664,0.0898352,2.98467,0.137872,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29346
238932509,238932509.01,841.01,,,,,,,,PC,,12.5528,0.006,94.942993,-53.226707,15.099,0.029,15.172,0.029,2458595.897,,3.493,,1.2,,14.68,,13429.6,,,,306.068,1.3085,5045,132.398,4.45082,0.0890023,0.903156,0.0582513,centroid offset; vetted with DAVE (https://arxiv.org/abs/1901.07459),2019-06-21,galgano,,4210
239120068,239120068.01,,,,,,,,,PC,,11.7323,0.007,110.917773,33.334602,-1.397,0.079,-13.151,0.064,2458842.239,0.003,1.552,0,0.065,0.009,1.735,,1597,,14.861,1.126,600.404,17.728,6251.64,108.922,4.04935,0.0830304,1.72088,0.0864575,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420924
239142212,239142212.01,,,,,,,,,PC,,10.9753,0.006,112.605915,34.216731,2.597,0.08,-42.094,0.07,2458846.301,0.01,,,3,1.296,3.752,0.065,3450,60,4.684,0.04,97.8034,0.45545,4516.81,127.45,4.5632,0.0972796,0.729563,0.0580402,Found with our in-house single transit finder; Sector 20,2021-01-27,steuer,,93713
239190192,239190192.01,,,,,,,,,PC,,10.1475,0.006,113.844075,32.763069,-6.093,0.088,-41.526,0.083,2458863.457,0.009,,,6.528,3.96,2.424,0.011,2230,10,5.874,0.013,185.23,1.4995,6075.32,108.915,4.38117,0.0765042,1.13799,0.048505,Found with our in-house single transit finder; Sector 20,2021-01-27,steuer,,93718
239190192,239190192.02,,,,,,,,,PC,,10.1475,0.006,113.844075,32.763069,-6.093,0.088,-41.526,0.083,2458847.783,0.002,,,3.744,3,1.478,0.011,1360,10,4.587,0.017,185.23,1.4995,6075.32,108.915,4.38117,0.0765042,1.13799,0.048505,Found with our in-house single transit finder; Sector 20; Might be secondary transit to .01,2021-01-27,steuer,,93718
239197344,239197344.01,,,,,,,,,PC,,11.5736,0.007,146.73828,27.614593,-12.648,0.072,-4.288,0.063,2458869.036,0.006,2.184,0.001,0.085,0.015,2.566,,2361,,10.238,3.353,642.852,20.71,6430.16,104.963,4.00118,0.0846468,1.88545,0.0941382,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420864
239277658,239277658.01,,,,,,,,,PC,,14.1223,0.023,300.102351,45.762192,-0.943,0.038,8.225,0.038,2458687.157,,3.25,,1.124,,1.095,,1008.065,,,,1188,32.645,5757,134,4.09896,,1.49959,,Kepler confirmed planet KOI-204.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),2020-07-14,wilson,,28551
239617090,239617090.01,,,,,,,,,PC,,12.165,0.006,321.74564,32.759271,-8.146,0.03,-29.312,0.049,2458707.684,0.004,5.797,0.001,0.118,0.008,3.503,,3221,,6.929,1.236,441.569,5.483,6095,139.061,4.399,0.0799028,1.11878,0.0526507,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420922
239638934,239638934.01,2571.01,,,,,,,,PC,,10.5284,0.006,333.592905,32.490119,-3.042,2.057,-14.941,1.294,2458712.806,,6.001,,4.2,,5.753,,5285.1,,9.266,,184.514,,5633,,,,1.07747,,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,94025
239655463,239655463.01,,,,,,,,,PC,,10.6312,0.009,342.459332,34.153586,25.283,0.062,-34.374,0.052,2458736.677,0.008,3.341,0.002,0.064,0.011,1.147,,1056,,5.177,0.382,252.542,2.038,6219.73,128.952,4.34926,0.0883241,1.21337,0.0603618,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420938
239816546,239816546.01,2570.01,,,,,,,,PC,,11.9775,0.006,87.18804,32.084043,-6.393,0.073,-15.861,0.06,2458816.314,,2.989,,3.019,,13.753,,12586.9,,15.55,,361.857,6.2435,5639,144.529,4.33854,0.0815751,1.12141,0.061206,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,94026
240101705,240101705.01,,,,,,,,,PC,,8.69295,0.006,100.79283,35.532114,21.515,0.082,-57.816,0.069,2458850.652,0.006,,,3.336,0.528,2.62,0.011,2410,10,7.733,0.061,124.164,0.719,6331,148.809,4.21786,0.0862031,1.44123,0.0653266,Found with our in-house single transit finder; Sector 20,2021-01-27,steuer,,93714
240802472,240802472.01,,,,,,,,,PC,,11.5176,0.007,12.181572,48.652043,15.59,0.084,-7.626,0.126,2458761.036,0.001,6.963,0,0.182,0.014,1.135,,1045,,4.915,2.171,485.69,18.5385,6421,133.842,4.16688,0.093693,1.55198,0.0915076,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421130
240855518,240855518.01,,,,,,,,,PC,,11.9535,0.007,16.302924,50.034301,3.592,0.068,4.262,0.055,2458805.139,0.005,,,,,7.649,2.422,7020,2228,13.699,2.248,574.501,11.1975,6404.53,98.5675,4.19931,0.081071,1.49512,0.0626232,single transit event from the TSTPC working group,2022-04-28,dragomir,tfopwg,415369
241071389,241071389.01,,,,,,,,,PC,,12.2213,0.006,21.99153,51.8742,-1.139,0.091,4.206,0.072,2458790.572,0.001,0.391,0,0.078,0.003,7.711,,7077,,11.661,4.337,383.256,6.4325,5837.57,138.817,4.39285,0.0886626,1.081,0.0735276,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421165
241175657,241175657.01,,,,,,,,,PC,,11.9603,0.006,116.349221,46.435837,-30.862,0.064,-72.828,0.042,2458840.864,0.005,5.005,0.002,0.098,0.014,2.546,,2342,,4.12,0.408,95.3333,0.3642,4117.64,129.475,4.75597,0.115317,0.554805,0.055294,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421529
241175746,241175746.01,,,,,,,,,PC,,12.2471,0.009,116.311829,46.61637,2.61,0.063,5.896,0.039,2458837.661,0.044,5.271,0.013,0.275,0.047,1.34,,1233,,10.59,1.089,761.116,21.5225,5410.15,120.837,3.703,0.0834112,2.25994,0.14199,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421110
241249530,241249530.01,,,,,,,,,PC,,11.1328,0.008,95.3089,53.29502,7.667,0.069,-15.828,0.06,2458860.801,0.002,,,,,8.319,1.159,7633,1067,12.38,1.007,324.448,3.6555,6138.86,103.021,4.27587,0.0796819,1.29816,0.054103,single transit event from the TSTPC working group,2022-04-28,dragomir,tfopwg,415391
242095191,242095191.01,,,,,,,,,PC,,11.651,0.006,202.062011,-36.352974,-11.965,0.076,-4.878,0.074,2458494.119,,1.125,,,,4.352,,4000,,,,511.148,10.9395,6325,132.082,4.17489,0.0886931,1.51371,0.0729045,DTARPS 258 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
242241304,242241304.01,,,,,,,,,PC,,11.811,0.006,211.584923,-43.044762,-29.111,0.082,-4.192,0.076,2459345.374,0.004,,,4.15,0.28,5.224,0.978,4800,900,4.9,0.6,354.692,7.133,5781,123.253,4.34437,0.0759175,1.13597,0.0562438,PHT candidate. Additional transit in FFI sector 11 (BTJD ~ 1623.08).,2021-07-26,eisner,,98520
242657938,242657938.01,,,,,,,,,PC,,11.0765,0.008,7.781826,18.420922,-11.475,0.072,-30.408,0.051,2458764.239,0.008,2.365,0.001,0.233,0.018,1.454,,1338,,9.881,2.693,439.441,8.786,5781,130.588,3.83831,0.0828359,2.03421,0.113814,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420824
243167068,243167068.01,,,,,,,,,PC,,12.83,0.007,16.06502,19.737102,-20.412,0.262,-20.787,0.154,2458780.24,0.1,,,,,17.512,1.086,16000,1000,,,297.151,10.5665,4811,122.124,4.4869,0.094332,0.83489,0.063196,WINE single transit,2020-12-21,brahm,,92644
243187830,243187830.01,2009.01,,,,,,,,PC,,7.3551,0.006,16.908292,22.952868,103.07,0.111,-490.315,0.107,2458783.77,0.01,0,0,2.5,1,0.652,0.217,600,200,2,1,20.5272,0.0294,4755.33,99.563,4.62683,0.0808477,0.701499,0.0400754,PHT candidate. Single transit event.,2020-05-22,eisner,,19231
243278072,243278072.01,,,,,,,,,PC,,12.7862,0.007,288.427287,59.948706,-6.565,0.026,-7.183,0.024,2458688.904,,26.673,,4.746,,19.2,,17528,,21.17,,837.815,8.215,6323,129.469,4.20384,0.0844022,1.4641,0.0688517,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE,2020-04-01,kruse,,18582
243333538,243333538.01,4453.01,,,,,,,,PC,,13.7703,0.009,289.839513,56.93037,2.392,0.032,-7.592,0.029,2458684.275,,2.999,,2.97,,2.718,,2500.5,,5.688,,880.941,12.45,6126,122,4.46702,,1.04172,,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,94027
243335710,243335710.01,1879.01,,,,,,,,PC,,12.9935,0.008,289.861603,59.670112,1.246,0.03,0.272,0.033,2458689.158,,13.702,,5.964,,12.213,,11186,,17.28,,982.768,14.239,6531,126.232,4.21847,0.0870441,1.49611,0.0684875,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE,2020-04-01,kruse,,18582
243417115,243417115.01,,,,,,,,,PC,,10.8094,0.006,205.357514,-46.631425,-37.493,0.082,-11.045,0.087,2458614.49,0.01,0,0,1.9,1,2.174,0.543,2000,500,5,2,158.016,1.6455,5253.98,116.798,4.44289,0.0855678,0.943429,0.0535478,PHT candidate. Single transit event.,2020-05-22,eisner,,19235
244247384,244247384.01,,,,,,,,,PC,,10.6599,0.006,74.11585,-2.58614,25.222,0.287,2.967,0.189,2459179.714,0.003,,,5.368,4.333,1.575,0.163,1450,150,4.199,0.207,174.327,4.6695,5510,122.856,4.41425,0.0825637,1.0107,0.0580402,Found with our in-house single transit finder; Sector 32,2021-02-05,steuer,,93823
245426095,245426095.01,,,,,,,,,PC,,12.158,0.02,38.696003,56.276853,5.019,0.061,-2.151,0.075,2458790.585,0.011,2.91,0.002,0.172,0.022,1.732,,1594,,9.213,2.765,713.748,17.2385,6192,179.064,3.86114,0.0902847,2.11952,0.112311,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421197
246860991,246860991.01,,,,,,,,,PC,,12.1333,0.006,7.304379,-29.11844,-11.545,0.082,-45.535,0.043,2458365.353,,14.433,,,,6.097,,5600,,,,251.851,2.3465,4978,121.93,4.44813,0.0901238,0.895107,0.0577412,DTARPS 260 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
246966307,246966307.01,,,,,,,,,PC,,9.9869,0.006,35.159622,20.122754,-43.661,0.104,-24.738,0.075,2459448.858,0.004,6.629,0.002,4.256,0.256,1.074,0.055,988.4,50.7,3.626,0.253,166.53,1.231,6136,223.827,4.38917,0.0917058,1.14039,0.0530779,Check bright star to the east,2021-11-06,spencer,,101582
246974219,246974219.01,,,,,,,,,PC,,12.2922,0.007,35.836293,22.500387,86.18,0.039,-170.784,0.036,2458789.776,0.001,1.91,0,0.048,0.004,7.94,,7286,,19.601,1.372,89.7828,0.1762,3936,157,4.7257,0.00845017,0.513392,0.0151481,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421512
246976997,246976997.01,,,,,,,,,PC,,11.7931,0.007,36.023653,20.69297,41,0.11,-110.463,0.077,2459482.722,0.049,,,3.467,2.684,5.137,0.793,4720,730,4.465,0.333,83.84,0.3457,3796,157,4.6558,0.0105779,0.59458,0.0175313,Found with our in-house single transit finder; Sector 43,2021-11-24,vogl,,102296
247160131,247160131.01,,,,,,,,,PC,,9.2814,0.006,113.434407,15.207886,-8.396,0.382,-6.819,0.282,2458512.16,,7.56,,,,0.131,,120.93,,,,90.1162,1.57755,5363,127.302,4.39299,0.0856389,1.01573,0.0590201,"Camera 1, CCD 4, Column 1182, Row 55, Sector 7",2021-07-26,chiarello,,98525
247202475,247202475.01,,,,,,,,,PC,,11.5691,0.006,313.961353,24.928864,-37.209,0.057,-32.69,0.056,2458710.418,0.006,1.2,0.001,0.127,0.019,1.283,,1181,,3.763,1.033,253.385,2.5265,5233,149.471,4.30471,0.0876841,1.1018,0.0626633,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420851
247469203,247469203.01,,,,,,,,,PC,,10.2288,0.006,85.581562,15.241424,4.391,0.076,-20.356,0.058,2458468.777,,0.845,,,,2.718,,2500,,,,227.719,2.2175,6388,179.26,4.32034,0.0867595,1.29458,0.0569975,DTARPS 261 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
248023451,248023451.01,,,,,,,,,PC,,9.2613,0.008,324.964256,26.680638,-4.76,0.059,-2.568,0.07,2458711.373,0.011,6.405,0.004,0.256,0,0.369,,340,,6.039,0.408,358.155,4.326,6361,128.855,3.54613,0.0836566,3.14681,0.151237,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420856
248387177,248387177.01,2425.01,,,,,,,,PC,,11.2415,0.007,19.130697,-0.290103,4.934,0.103,-12.504,0.065,2459132.818,0.003,,,3.792,0.264,9.914,0.163,9090,150,8.113,0.067,159.676,1.2615,5216,124.037,4.6039,0.084626,0.779435,0.0444473,K2 already detected this before at 2457409.23,2020-11-30,steuer,,52224
248434289,248434289.01,,,,,,,,,PC,,10.832,0.006,77.298557,-5.18769,2.486,0.058,-31.124,0.044,2458494.556,,5.059,,,,1.086,,1000,,,,214.875,1.351,6023,132.928,4.49514,0.0783861,0.988778,0.0472613,DTARPS 263 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
248655096,248655096.01,2718.01,,,,,,,,PC,,13.5252,0.009,67.288211,-3.189669,8.315,0.047,-8.497,0.036,2458439.638,,2.762,,2.163,,1.144,,1052.8,,2.93,,373.363,4.5935,4694,122,4.47811,,0.827006,,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,94028
248655556,248655556.01,2569.01,,,,,,,,PC,,11.1769,0.007,67.278845,-1.909532,-5.849,0.065,-13.495,0.045,2458440.246,,13.118,,4.576,,4.771,,4384.5,,12.533,,317.912,4.5105,5496.1,115.028,4.04426,0.0791337,1.54184,0.077902,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,94029
248687282,248687282.01,,,,,,,,,PC,,11.4986,0.006,68.018798,-1.300078,20.628,0.075,33.276,0.049,2459183.833,0.013,,,3.067,0.828,6.49,0.195,5960,180,8.046,0.121,255.446,2.9685,5695.42,109.124,4.48564,0.0733842,0.95331,0.0437311,Found with our in-house single transit finder; Sector 32,2021-02-05,steuer,,93835
248957032,248957032.01,,,,,,,,,PC,,9.3923,0.009,21.596498,-0.869385,49.831,0.085,-9.738,0.067,2459491.317,0.026,,,7.333,4.859,1.641,0.022,1510,20,10.897,0.06,302.589,4.676,6285.72,248.514,3.70933,0.134312,2.56639,0.222812,Found with our in-house single transit finder; Sector 43,2021-11-22,vogl,,102250
248959076,248959076.01,,,,,,,,,PC,,9.98547,0.006,21.857283,-1.861559,54.671,0.077,-101.058,0.055,2458388.725,0.008,,,6.53,2.37,1.182,0.053,1087.84,48.87,3.36,0.07,122.518,0.6305,5618,130.346,4.49729,0.0773123,0.93175,0.047304,Found with our in-house single transit finder,2021-06-07,steuer,,97524
248960573,248960573.01,,,,,,,,,PC,,11.121,0.018,22.045816,-5.853475,20.307,0.973,-22.889,1.015,2458404.897,0.028,,,13.67,7.85,2.664,0.497,2450.58,457.8,4.38,0.39,,,5235.46,33.94,,,0.8104,0.0598993,Found with our in-house single transit finder,2021-06-07,steuer,,97527
249022743,249022743.01,,,,,,,,,PC,,12.0299,0.008,78.576219,-3.446612,-8.204,0.058,6.342,0.05,2458437.504,0.011,2.256,0.002,0.077,0.012,1.225,,1128,,4.35,1.09,396.46,5.4975,5639,129.468,4.27365,0.0758643,1.2084,0.062412,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29373
249950761,249950761.01,,,,,,,,,PC,,11.8862,0.01,39.085199,51.586339,6.951,0.099,-16.216,0.104,2458789.066,0.013,2.322,0.002,0.134,0.011,1.197,,1102,,6.777,1.351,467.698,10.0565,5570.11,136.055,3.8907,0.0899064,1.85908,0.114472,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421161
250187388,250187388.01,,,,,,,,,PC,,10.9613,0.006,64.842087,-0.150468,-30.031,0.089,-39.286,0.057,2459191.449,0.02,,,4.467,2.962,2.141,0.174,1970,160,6.739,0.261,300.491,4.5365,5880.74,102.853,4.17963,0.0719123,1.39026,0.0622387,Found with our in-house single transit finder; Sector 32; W Shaped,2021-02-05,steuer,,93826
250492521,250492521.01,,,,,,,,,PC,,9.51487,0.006,94.336037,-1.130038,-7.19,0.079,2.044,0.069,2459223.432,0.022,,,4.07,2.4,0.884,0.007,813.75,6.73,7.13,0.03,312.596,3.9045,6769,165.343,3.88039,0.0924411,2.28834,0.0965831,Found with our in-house single transit finder,2021-02-15,steuer,,94394
250492521,250492521.02,,,,,,,,,PC,,9.51487,0.006,94.336037,-1.130038,-7.19,0.079,2.044,0.069,2459204.649,0.03,,,8.8,3.175,1.26,0.022,1160,20,8.527,0.061,312.596,3.9045,6769,165.343,3.88039,0.0924411,2.28834,0.0965831,Found with our in-house single transit finder,2021-02-15,steuer,,94401
250559856,250559856.01,,,,,,,,,PC,,11.0583,0.012,31.830205,49.842449,-10.849,0.08,-7.261,0.078,2458787.457,0,6.555,,0.18,0,1.346,,1239,,3.848,0.278,283.246,3.358,6135.58,111.744,4.34021,0.0830169,1.20547,0.0575176,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421144
250595513,250595513.01,,,,,,,,,PC,,11.1482,0.006,94.80157,-4.6376,-6.687,0.066,2.453,0.067,2459220.715,0.02,,,6.5,0.5,5.442,0.543,5000,500,9.6,0.5,363.99,4.8455,6787,199.952,4.40715,0.0943959,1.25081,0.0534899,Single transit event,2021-02-20,gsun,,94178
250650880,250650880.01,,,,,,,,,PC,,11.5238,0.01,32.537102,51.267835,9.999,0.075,-1.001,0.08,2458805.455,0.003,,,,,9.507,3.336,8718,3068,12.926,2.371,394.056,5.792,6365.45,141.251,4.3354,0.0909088,1.26834,0.0658166,single transit event from the TSTPC working group,2022-04-28,dragomir,tfopwg,415371
250707118,250707118.01,6028.01,,,,,,,,PC,,11.2791,0.006,33.131092,51.778775,-9.805,0.101,1.898,0.083,2458797.579,,11.446,,4.012,,8.509,,7806.5,,13.777,,313.576,4.37,6086,115.011,4.31517,0.0871291,1.23052,0.0756281,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,94030
250864248,250864248.01,,,,,,,,,PC,,11.5478,0.007,34.685465,48.343963,-6.655,0.078,-5.702,0.072,2458778.431,0.003,16.451,,0.181,0.015,6.942,,6373,,10.832,1.739,337.684,4.726,6112,123.007,4.37069,0.0805478,1.15888,0.055799,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421128
