TIC,CTOI,TOI,Period (exofop),Period (TEV),TESS mag,In TEV?,Eph match?,Data on PDO?,Upload to TEV?,TEV Disposition,Alert? (Yes/no/unsure/hold),Notes,Public comment,User,Report Type
158388163,158388163.01,4445.01,4.22,,13.4584,N,N,,,-,-,No report on TEV,Kepler confirmed planet KOI-201.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),wilson,
158551257,158551257.01,4433.01,0.904,,14.2502,N,N,,,-,-,No report on TEV,Kepler candidate planet KOI-6918.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),wilson,
158786520,158786520.01,,0.721,,14.4626,N,N,,,-,-,No report on TEV,Kepler candidate planet KOI-7259.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),wilson,
158835095,158835095.01,,0.575,,14.8628,N,N,,,-,-,No report on TEV,Kepler candidate planet KOI-1251.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),wilson,
159059181,159059181.01,,5.217,,14.2239,N,N,,,-,-,"No report on TEV; new CTOI likely member of NGC 2112     , PATHOS-16 in Nardiello et al. (2020)",,nardiello,
159098316,159098316.01,4475.01,3.577,,13.4231,N,N,,,-,-,No report on TEV,Kepler confirmed planet KOI-127.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),wilson,
159159904,159159904.01,,0,,8.71483,N,N,,,-,-,No report on TEV,Planet Hunters TESS candidate. Single transit event.,eisner,
159332859,159332859.01,2574.01,4.482,,12.881,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
159761678,159761678.01,,1.445,,14.6097,N,N,,,-,-,No report on TEV,Kepler candidate planet KOI-6195.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),wilson,
160004025,160004025.01,2657.01,2.798,,13.4765,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
160037058,160037058.01,2573.01,4.582,,13.1657,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
160041500,160041500.01,,,,10.1395,N,N,,,-,-,No report on TEV; Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
160432093,160432093.01,,3.992,,10.9852,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
161003569,161003569.01,3909.01,3.512,,12.3758,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
161169240,161169240.01,,,,12.122,N,N,,,-,-,No report on TEV; Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
162631539,162631539.01,,,,6.9014,N,N,,,-,-,No report on TEV; PHT candidate. Single transit event.,,eisner,
164365027,164365027.01,,,,8.68244,N,N,,,-,-,No report,"single transit, ostensibly short period",deen,
164781040,164781040.01,,2.349,,14.0385,N,N,,,-,-,No report on TEV,Kepler candidate planet KOI-7205.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),wilson,
164786087,164786087.01,4440.01,4.076,,14.6979,N,N,,,-,-,No report on TEV,Kepler confirmed planet KOI-913.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),wilson,
165110772,165110772.01,,0.061,,8.7359,N,N,,,-,-,No report,,lipponen,
167085203,167085203.01,,15.517,,12.2301,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",CTOI; odd-even; some depth-aperture correlation; obvious centroid offset in spoc,montalto,
167456277,167456277.01,,,,11.4067,N,N,,,-,-,No report on TEV; Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
167653919,167653919.01,,,,10.5771,N,N,N,-,-,-,No TEV report; Found with our in-house single transit finder,,steuer,
167671392,167671392.01,,3.963,,13.6791,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
167714124,167714124.01,2721.01,4.163,,12.8482,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
168281028,168281028.01,,4.374,,11.8134,N,N,,,-,-,"new CTOI, Montalto et al. (2020)",,montalto,
168702709,168702709.01,,,,9.7593,N,N,,,-,-,Found with our in-house single transit finder; Sector 31,,steuer,
168903062,168903062.01,,2.674,,12.4909,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
169249234,169249234.01,2524.01,14.373,,12.1772,N,N,,,-,-,WINE warm jupiter candidate,,brahm,
172752083,172752083.01,,13.43,,10.5605,N,N,,,-,-,No report,"low-SNR candidate, 2 transits",deen,
175604949,175604949.01,2847.01,2.649,,12.2224,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
176366125,176366125.01,,,,10.6599,N,N,,,-,-,Found with our in-house single transit finder; Sector 32,,steuer,
176780257,176780257.01,4187.01,,,8.301,N,N,,,-,-,No report on TEV; Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
178162579,178162579.01,2842.01,3.551,,12.0327,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
178242751,178242751.01,,5.296,,13.5925,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
178472673,178472673.01,,,,12.0271,N,N,N,-,-,-,No TEV report; Found with our in-house single transit finder,,steuer,
180989820,180989820.01,,,,11.2854,N,N,Y,Y,-,U,"Found with our in-house single transit finder; single transit in Y1 at ~1541 and another at ~1521; actually has period of 9.873 days, no coverage at half phase",,steuer,qlp
181602717,181602717.01,,2.456,,15.2983,N,N,,,-,-,"No report on TEV; new CTOI likely member of NGC 2671     , PATHOS-17 in Nardiello et al. (2020)",,nardiello,
186072225,186072225.01,,,,10.9872,N,N,,,-,-,WINE single transit,,brahm,
186936449,186936449.01,2665.01,2.845,,10.3716,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
188620407,188620407.01,,,,11.5725,N,N,,,-,-,WINE single transit,,brahm,
190989264,190989264.01,,,,11.5324,N,N,N,-,-,-,No TEV report; Found with our in-house single transit finder,,steuer,
192415680,192415680.01,,0,,9.2063,N,N,,,-,-,No report,,eisner,
192790476,192790476.01,2459.01,0,,9.3951,N,N,,,-,-,No report,PHT candidate. Single transit event.,eisner,
192976435,192976435.01,,4.227,,12.8122,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
199497770,199497770.01,,8.97,,9.96695,N,N,,,-,-,Sector 23,,chiarello,
199661915,199661915.01,,22.705,,4.4557,N,N,,,-,-,Likely EB; period matches second canindate in SPOC report on pdo; no report on TEV; new CTOI,,gsun,
200606159,200606159.01,,11.947,,12.6108,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
201175570,201175570.01,,9.7,,10.264,N,N,N,-,-,-,No TEV report; inflated Neptune candidate around evolved star,,grunblatt,
201177276,201177276.01,2379.01,5.47,,13.6521,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
201660996,201660996.01,3283.01,3.503,,12.4005,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
201899356,201899356.01,,3.109,,12.1788,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
202059363,202059363.01,,4.247,,11.2817,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
202712304,202712304.01,,,,11.9567,N,N,,,-,-,No report on TEV; Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
204698337,204698337.01,2535.01,8.223,,12.7024,N,N,,,-,-,WINE hot jupiter candidate,,brahm,
206361691,206361691.01,,0,,8.3408,N,N,,,-,-,No report,,eisner,
206541859,206541859.01,4406.01,30.084,,10.5663,N,N,,,-,-,No report on TEV; Warm Jupiter,,brahm,
206561817,206561817.01,,,,9.6644,N,N,,,-,-,No report on TEV; Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
206588321,206588321.01,,,,11.0888,N,N,,,-,-,No report on TEV; Single transit; found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
206660104,206660104.01,,13.451,,9.63865,N,N,,,-,-,No report,,christiansen,
206666063,206666063.01,,,,11.7613,N,N,,,-,-,No report on TEV; Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
207078179,207078179.01,,,,11.1264,N,N,,,-,-,WINE single transit,,brahm,
207339000,207339000.01,4427.01,4.618,,11.3427,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
209464063,209464063.01,,119.335,,10.6691,N,N,,,-,-,PHT candidate. Second transit close data gap.,,eisner,
210441429,210441429.01,,2.406,,11.5744,N,N,Y,Y ,-,-,hot Jupiter candidate around subgiant star,,grunblatt,qlp
211854402,211854402.01,,2.349,,12.5701,N,N,,,-,-,No report on TEV,,bouma,
217933560,217933560.01,5051.01,3.598,,11.6451,N,N,,,-,-,No report on TEV,,bouma,
219181903,219181903.01,4923.01,12.926,,12.2607,N,N,,,-,-,WINE warm jupiter candidate,,brahm,
219332978,219332978.01,2534.01,,,10.8209,N,N,,,-,-,WINE single transit,,brahm,
219396153,219396153.01,,10.242,,13.6084,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
219701535,219701535.01,2399.01,5.47,,11.738,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
219854519,219854519.01,4582.01,31.03,,10.5481,N,N,,,-,-,warm Jupiter candidate in ~31d orbit around late-stage subgiant,,grunblatt,
220524097,220524097.01,,3.961,,13.6157,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
222078568,222078568.01,,,,9.7586,N,N,,,-,-,Found with our in-house single transit finder; Sector 12,,steuer,
224279805,224279805.01,,,,12.1454,N,N,,,-,-,No report on TEV; Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
229055790,229055790.01,,0,,9.1367,N,N,,,-,-,No report,PHT candidate. Single transit event.,eisner,
229581160,229581160.01,4452.01,3.415,,13.5167,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
230013820,230013820.01,,0.84,,14.3536,N,N,,,-,-,No report,,kruse,
230980206,230980206.01,2649.01,3.376,,12.4752,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
231071138,231071138.01,2393.01,18.842,,12.0585,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
231346067,231346067.01,,1.292,,12.3809,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
231945429,231945429.01,,30.462,,10.5757,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
233188747,233188747.01,4429.01,3.451,,12.7714,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
233194447,233194447.01,,0,,8.71433,N,N,,,-,-,No report,,eisner,
233823679,233823679.01,4478.01,2.758,,11.4682,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
234489133,234489133.01,2572.01,3.6,,13.258,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
234496405,234496405.01,,22.418,,11.2747,N,N,Y,Y ,-,-,warm Jupiter candidate around evolved star; needs redetrending,,grunblatt,qlp
235015217,235015217.01,,4.088,,12.269,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
235039711,235039711.01,,,,11.3542,N,N,,,-,-,WINE single transit,,brahm,
235072851,235072851.01,,3.119,,13.709,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
235078021,235078021.01,2264.01,5.219,,11.8128,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
236084210,236084210.01,,5.347,,11.5077,N,N,,,-,-,"No report on TEV; new CTOI likely member of ASCC 85      , PATHOS-18 in Nardiello et al. (2020)",,nardiello,
236770234,236770234.01,,,,9.95289,N,N,,,-,-,No report on TEV; Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
237098272,237098272.01,,8.76,,11.9536,N,N,,,-,-,All data obtained using the lightkurve framework,,chiarello,
237205154,237205154.01,4437.01,5.893,,13.0024,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
237406657,237406657.01,2791.01,3.747,,12.7587,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
237597612,237597612.01,,,,11.8153,N,N,,,-,-,Found with our in-house single transit finder,,steuer,
237637903,237637903.01,4742.01,4.105,,12.9065,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
238379370,238379370.01,,27.177,,12.217,N,N,,,-,-,"No report on TEV; new CTOI likely member of Velorum association, PATHOS-40 in Nardiello (2020)",,nardiello,
238895829,238895829.01,,2.371,,11.6934,N,N,,,-,-,inflated planet candidate around red giant star,,grunblatt,
239142212,239142212.01,,,,10.9753,N,N,,,-,-,Found with our in-house single transit finder; Sector 20,,steuer,
239190192,239190192.01,,,,10.1475,N,N,,,-,-,Found with our in-house single transit finder; Sector 20,,steuer,
239190192,239190192.02,,,,10.1475,N,N,,,-,-,Found with our in-house single transit finder; Sector 20; Might be secondary transit to .01,,steuer,
239277658,239277658.01,,3.25,,14.1223,N,N,,,-,-,No report on TEV,Kepler confirmed planet KOI-204.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),wilson,
239638934,239638934.01,2571.01,6.001,,10.5284,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
239816546,239816546.01,2570.01,2.989,,11.9775,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
240101705,240101705.01,,,,8.69295,N,N,,,-,-,Found with our in-house single transit finder; Sector 20,,steuer,
243167068,243167068.01,,,,12.83,N,N,,,-,-,WINE single transit,,brahm,
243333538,243333538.01,4453.01,2.999,,13.7703,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
243417115,243417115.01,,0,,10.8094,N,N,,,-,-,No report,PHT candidate. Single transit event.,eisner,
248387177,248387177.01,2425.01,,,11.2415,N,N,,,-,-,No report on TEV; K2 already detected this before at 2457409.23,,steuer,
248655096,248655096.01,2718.01,2.762,,13.5252,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
248655556,248655556.01,2569.01,13.118,,11.1769,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
248687282,248687282.01,,,,11.4986,N,N,,,-,-,Found with our in-house single transit finder; Sector 32,,steuer,
250187388,250187388.01,,,,10.9613,N,N,,,-,-,Found with our in-house single transit finder; Sector 32; W Shaped,,steuer,
250492521,250492521.01,,,,9.51487,N,N,,,-,-,Found with our in-house single transit finder,,steuer,
250492521,250492521.02,,,,9.51487,N,N,,,-,-,Found with our in-house single transit finder,,steuer,
250595513,250595513.01,,,,11.1482,N,N,,,-,-,Single transit event,,gsun,
250707118,250707118.01,,11.446,,11.2791,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
252798304,252798304.01,,9.08,,7.9871,N,N,,,-,-,All data obtained using the lightkurve framework,,chiarello,
252802348,252802348.01,,8.32,,11.4625,N,N,,,-,-,All data obtained using the lightkurve framework,,chiarello,
252803603,252803603.01,,,,6.905,N,N,,,-,-,"No report on TEV; clear, if short and spiked transit",,deen,
252803603,252803603.02,,,,6.905,N,N,,,-,-,"No report on TEV; very significant single transit, no others in preceding 25 days.",,deen,
252908198,252908198.01,,,,9.80899,N,N,,,-,-,Found with our in-house single transit finder; Sector 20,,steuer,
253040591,253040591.01,,,,8.6331,N,N,,,-,-,No report on TEV; Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
253553257,253553257.01,,,,11.3869,N,N,,,-,-,Found with our in-house single transit finder; Sector 13,,steuer,
254304169,254304169.01,,2.382,,13.5539,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
255780160,255780160.01,,3.877,,13.7453,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
256158543,256158543.01,3329.01,5.065,,11.6723,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
256429408,256429408.01,,,,8.43041,N,N,,,-,-,No report on TEV; PHT candidate. Single transit event.,,montalto,
256871385,256871385.01,,2.902,,12.9595,N,N,,,-,-,No report,,kruse,
257067559,257067559.01,2568.01,3.483,,12.104,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
257483992,257483992.01,,8.787,,11.2249,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
257527578,257527578.01,5152.01,,,10.6509,N,N,,,-,-,WINE single transit,,brahm,
258920431,258920431.01,2567.01,5.984,,11.7489,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
258923475,258923475.01,,2.44,,8.8336,N,N,,,-,-,All data obtained using the LightKurve framework,,chiarello,
259376845,259376845.01,,13.45,,12.2689,N,N,,,-,-,No report on TEV; new CTOI,,gsun,
260849386,260849386.01,2400.01,0.517,,10.7961,N,N,,,-,-,"No report on TEV; new CTOI, Montalto et al. (2020)",,montalto,
261135533,261135533.01,,14.48,,10.4458,N,N,,,-,-,Corrected transit depth of 1207.56 (+/-284.31) ppm; only two transits; Venus-like insolation,,spencer,
261646133,261646133.01,,,,10.4225,N,N,,,-,-,Found with our in-house single transit finder; Sector 13,,steuer,
262570313,262570313.01,,2.928,,13.7316,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
262843259,262843259.01,2531.01,,,12.4329,N,N,,,-,-,WINE hot Jupiter,,brahm,
264221104,264221104.01,,61.9,,9.20744,N,N,N,-,-,-,No TEV report; inflated cold Jupiter or EB (or noise) around evolved star,,grunblatt,
264766922,264766922.01,,,,10.174,N,N,,,-,-,No report on TEV; Planet Hunters TESS candidate. Single transit event.,,eisner,
265010875,265010875.01,,6.409,,10.4146,N,N,,,-,-,WINE hot Jupiter,,brahm,
265453074,265453074.01,,,,13.7035,N,N,N,-,-,-,No TEV report; Found with our in-house single transit finder,,steuer,
265465927,265465927.01,,,,12.0843,N,N,,,-,-,WINE single transit,,brahm,
267545252,267545252.01,4439.01,3.379,,13.8686,N,N,,,-,-,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,,olmschenk,
268166705,268166705.01,,9.948,,13.5326,N,N,,,-,-,No report on TEV,Kepler candidate planet KOI-5308.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),wilson,
268534931,268534931.01,,,,12.2215,N,N,,,-,-,No report on TEV; PHT candidate. Single transit event.,,eisner,
268604331,268604331.01,4466.01,5.013,,13.3926,N,N,,,-,-,No report on TEV,Kepler confirmed planet KOI-131.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),wilson,
268704157,268704157.01,,6.816,,12.2506,N,N,,,-,-,No report,Kepler candidate planet KOI-1154.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),wilson,
268751095,268751095.01,,,,12.4171,N,N,,,-,-,No report on TEV; Found with our in-house single transit finder; transit finder output attached under 'Files',,steuer,
